sentences,replaced
"On admission to American Legion Hospital she had a blood pressure of

127/70, pulse was 80, and temperature was 99","On admission to American Legion Hospital John had a blood pressure of

127/70, pulse was 80, and temperature was 99"
"She had a myxedematous face and

was obese","Paul had a myxedematous face and

was obese"
She was cardiovascularly stable,Bobby was cardiovascularly stable
"Neurologically, she was able to move

all four extremities with good strength and symmetrical reflexes","Neurologically, John was able to move

all four extremities with good strength and symmetrical reflexes"
"Most likely, she suffered hypertensive encephalopathy","Most likely, Warren suffered hypertensive encephalopathy"
"She had

an episode of chest pain which was associated with some ST flattening in the lateral

leads","Mark had

an episode of chest pain which was associated with some ST flattening in the lateral

leads"
"She will continue both with the understanding that should she become sick

     for whatever reason she needs to double or triple dose her prednisone and

     contact me","Jonathan will continue both with the understanding that should Jonathan become sick

     for whatever reason Jonathan needs to double or triple dose her prednisone and

     contact me"
She needs to wear a bracelet for this as well as for her diabetes,Alexander needs to wear a bracelet for this as well as for her diabetes
She saw the neurologist; she will need to remain on anti-seizure medications,Jordan saw the neurologist; Jordan will need to remain on anti-seizure medications
"Of note, pt had recent admission to MEDIQUIK (6/29-7/05) at which time she presented with similar complaints of fatigue/lethargy and routine CBC demonstrated an elevated WBC (15) and low Hct (23)","Of note, pt had recent admission to MEDIQUIK (6/29-7/05) at which time Casey presented with similar complaints of fatigue/lethargy and routine CBC demonstrated an elevated WBC (15) and low Hct (23)"
She was ultimately found to have an Enterococcus bacteremia and intra-abdominal abscess that grew out E,Barry was ultimately found to have an Enterococcus bacteremia and intra-abdominal abscess that grew out E
She underwent IR drainage of the abdominal collection and completed a course of Vanc/CTX,Michael underwent IR drainage of the abdominal collection and completed a course of Vanc/CTX
"Specifically, she denies fatigue, chest pain, shortness of breath, dizziness, motor weakness and fevers and chills","Specifically, Ernest denies fatigue, chest pain, shortness of breath, dizziness, motor weakness and fevers and chills"
"In the MEDIQUIK ED, she was afebrile with HR 70, BP 150/74, RR 24, and Sa02 100% RA","In the MEDIQUIK ED, Harold was afebrile with HR 70, BP 150/74, RR 24, and Sa02 100% RA"
"She denies EtOH, tobacco, and illicit drugs","Freddie denies EtOH, tobacco, and illicit drugs"
"It is notable, however, that her presentation on this admission is very similar to her presentation in July at which time she was found to be bacteremic with an additional intra-abdominal bacterial collection","It is notable, however, that her presentation on this admission is very similar to her presentation in July at which time Nate was found to be bacteremic with an additional intra-abdominal bacterial collection"
"Given that pt is near discharge Hct from previous admission, do not feel that she is actively bleeding","Given that pt is near discharge Hct from previous admission, do not feel that Antonio is actively bleeding"
"As you remember, he recently underwent a revision of his lower extremity bypass graft with thrombectomy of the fem-pop bypass graft and subsequent jump graft to the below-knee popliteal artery","As you remember, Christopher recently underwent a revision of his lower extremity bypass graft with thrombectomy of the fem-pop bypass graft and subsequent jump graft to the below-knee popliteal artery"
He returns today for follow up evaluation,Vincent returns today for follow up evaluation
"He has a warm, well-perfused foot with a palpable dorsalis pedis pulse","Jeffery has a warm, well-perfused foot with a palpable dorsalis pedis pulse"
"Unfortunately, over the last ten days he has developed increased erythema and tenderness on the medial aspect of his left knee with superficial skin breakdown consistent with either a staph or a strep cellulitis","Unfortunately, over the last ten days Chris has developed increased erythema and tenderness on the medial aspect of his left knee with superficial skin breakdown consistent with either a staph or a strep cellulitis"
He had been on a course of p,Joe had been on a course of p
"My concern is that he has increased warmth with blanching and erythema on the medial aspect of his knee consistent with a superficial cellulitis and I believe that he would benefit from hospital admission with a course of IV antibiotics, bedrest and elevate","My concern is that Marion has increased warmth with blanching and erythema on the medial aspect of his knee consistent with a superficial cellulitis and I believe that Marion would benefit from hospital admission with a course of IV antibiotics, bedrest and elevate"
"We will tentatively plan to admit him for localized wound care measures, treatment with IV Nafcillin on a q","We will tentatively plan to admit Alan for localized wound care measures, treatment with IV Nafcillin on a q"
"In addition, he has intact femoral pulses on the left side","In addition, Warren has intact femoral pulses on the left side"
He does report when he was ambulating he was having increased difficulty with claudication in the distal left lower extremity and calf region,Marcus does report when Marcus was ambulating Marcus was having increased difficulty with claudication in the distal left lower extremity and calf region
My concern is that if he does infect this PTFE graft we do not have any suitable autogenous conduit to perform an additional reconstruction and he would stand a very high chance of losing his limb at the knee level,My concern is that if Alfred does infect this PTFE graft we do not have any suitable autogenous conduit to perform an additional reconstruction and Alfred would stand a very high chance of losing his limb at the knee level
She was found to be in mild to moderate CHF and an increase in her torsemide dose was recommended,Edward was found to be in mild to moderate CHF and an increase in her torsemide dose was recommended
"On her way to a blood draw, while in the elevator, she had syncope and hit her head","On her way to a blood draw, while in the elevator, Todd had syncope and hit her head"
