sentences,replaced
"She was transferred to American Legion Hospital after being

found collapsed on the floor of the hospital bathroom","Vktor was transferred to American Legion Hospital after being

found collapsed on the floor of the hospital bathroom"
"She was transferred to the

Intensive Care Unit at Neligh Clinic and treated for tonic-clonic

convulsions with diazepam and lorazepam","Rosnita was transferred to the

Intensive Care Unit at Neligh Clinic and treated for tonic-clonic

convulsions with diazepam and lorazepam"
"She also suffered a urinary tract

infection in hospital, treated with Cipro","Demre also suffered a urinary tract

infection in hospital, treated with Cipro"
"She was transferred to the American Legion Hospital on October 02, 2089,

at which time she was awake but unable to give a history","Jeja was transferred to the American Legion Hospital on October 02, 2089,

at which time Jeja was awake but unable to give a history"
"On admission to American Legion Hospital she had a blood pressure of

127/70, pulse was 80, and temperature was 99","On admission to American Legion Hospital Ryadz had a blood pressure of

127/70, pulse was 80, and temperature was 99"
"She had a myxedematous face and

was obese","Mherly had a myxedematous face and

was obese"
She was cardiovascularly stable,Dianet was cardiovascularly stable
"Neurologically, she was able to move

all four extremities with good strength and symmetrical reflexes","Neurologically, Ponmile was able to move

all four extremities with good strength and symmetrical reflexes"
"Most likely, she suffered hypertensive encephalopathy","Most likely, Lynee suffered hypertensive encephalopathy"
"She had

an episode of chest pain which was associated with some ST flattening in the lateral

leads","Wasanta had

an episode of chest pain which was associated with some ST flattening in the lateral

leads"
"She will continue both with the understanding that should she become sick

     for whatever reason she needs to double or triple dose her prednisone and

     contact me","Masum Billal will continue both with the understanding that should Masum Billal become sick

     for whatever reason Masum Billal needs to double or triple dose her prednisone and

     contact me"
She needs to wear a bracelet for this as well as for her diabetes,Viko needs to wear a bracelet for this as well as for her diabetes
She saw the neurologist; she will need to remain on anti-seizure medications,Fojol saw the neurologist; Fojol will need to remain on anti-seizure medications
"Of note, pt had recent admission to MEDIQUIK (6/29-7/05) at which time she presented with similar complaints of fatigue/lethargy and routine CBC demonstrated an elevated WBC (15) and low Hct (23)","Of note, pt had recent admission to MEDIQUIK (6/29-7/05) at which time Irabel presented with similar complaints of fatigue/lethargy and routine CBC demonstrated an elevated WBC (15) and low Hct (23)"
She was ultimately found to have an Enterococcus bacteremia and intra-abdominal abscess that grew out E,Kolea was ultimately found to have an Enterococcus bacteremia and intra-abdominal abscess that grew out E
She underwent IR drainage of the abdominal collection and completed a course of Vanc/CTX,Edin Frki underwent IR drainage of the abdominal collection and completed a course of Vanc/CTX
"Specifically, she denies fatigue, chest pain, shortness of breath, dizziness, motor weakness and fevers and chills","Specifically, Susana Marta denies fatigue, chest pain, shortness of breath, dizziness, motor weakness and fevers and chills"
"In the MEDIQUIK ED, she was afebrile with HR 70, BP 150/74, RR 24, and Sa02 100% RA","In the MEDIQUIK ED, Kim Pretinho was afebrile with HR 70, BP 150/74, RR 24, and Sa02 100% RA"
"She denies EtOH, tobacco, and illicit drugs","Praxedis denies EtOH, tobacco, and illicit drugs"
"It is notable, however, that her presentation on this admission is very similar to her presentation in July at which time she was found to be bacteremic with an additional intra-abdominal bacterial collection","It is notable, however, that her presentation on this admission is very similar to her presentation in July at which time Sahail was found to be bacteremic with an additional intra-abdominal bacterial collection"
"Given that pt is near discharge Hct from previous admission, do not feel that she is actively bleeding","Given that pt is near discharge Hct from previous admission, do not feel that Wilsonramon is actively bleeding"
"As you remember, he recently underwent a revision of his lower extremity bypass graft with thrombectomy of the fem-pop bypass graft and subsequent jump graft to the below-knee popliteal artery","As you remember, Dhiraj Kumar recently underwent a revision of his lower extremity bypass graft with thrombectomy of the fem-pop bypass graft and subsequent jump graft to the below-knee popliteal artery"
He returns today for follow up evaluation,Ifeyinwa returns today for follow up evaluation
"He has a warm, well-perfused foot with a palpable dorsalis pedis pulse","Malehlohonolo has a warm, well-perfused foot with a palpable dorsalis pedis pulse"
"Unfortunately, over the last ten days he has developed increased erythema and tenderness on the medial aspect of his left knee with superficial skin breakdown consistent with either a staph or a strep cellulitis","Unfortunately, over the last ten days Modumedi has developed increased erythema and tenderness on the medial aspect of his left knee with superficial skin breakdown consistent with either a staph or a strep cellulitis"
He had been on a course of p,Hakjae had been on a course of p
"My concern is that he has increased warmth with blanching and erythema on the medial aspect of his knee consistent with a superficial cellulitis and I believe that he would benefit from hospital admission with a course of IV antibiotics, bedrest and elevate","My concern is that Swithen has increased warmth with blanching and erythema on the medial aspect of his knee consistent with a superficial cellulitis and I believe that Swithen would benefit from hospital admission with a course of IV antibiotics, bedrest and elevate"
"We will tentatively plan to admit him for localized wound care measures, treatment with IV Nafcillin on a q","We will tentatively plan to admit Aikawa for localized wound care measures, treatment with IV Nafcillin on a q"
"In addition, he has intact femoral pulses on the left side","In addition, Intralux has intact femoral pulses on the left side"
He does report when he was ambulating he was having increased difficulty with claudication in the distal left lower extremity and calf region,Inass does report when Inass was ambulating Inass was having increased difficulty with claudication in the distal left lower extremity and calf region
My concern is that if he does infect this PTFE graft we do not have any suitable autogenous conduit to perform an additional reconstruction and he would stand a very high chance of losing his limb at the knee level,My concern is that if Rishar does infect this PTFE graft we do not have any suitable autogenous conduit to perform an additional reconstruction and Rishar would stand a very high chance of losing his limb at the knee level
